key,article_id,data_inizio_validita,data_fine_validita,price_before,price_in_period,delta_price,qty_pre,qty_in_period,sales_ht_pre,sales_pre,sales_ht_in_period,sales_in_period,cifra_ssp_pre,cifra_ssp_in_period,sconto_a_valore_in_period,margine_pp_valore_pre,margine_pp_valore_in_period,giorni_nel_periodo,delta_margine_pp_valore,qty_n_1,vendite_n_1,vendite_ht_n_1,margine_valore_n_1,gg_copertura,gg_copertura_n_1
81133669-2026-04-23,81133669,2026-04-23,,41.99,49.29,7.3,147.0,94.0,4955.5302,6045.7468,3684.7566,4495.403,6172.53,4633.26,-137.857,1869.6987,1617.4561,61.0,-252.2425,191.0,8018.6212,6572.6403,371.6852,158.7983,
84803174-2025-12-14,84803174,2025-12-14,,28.99,25.89,-3.1,3.0,7.0,70.896,86.4931,148.5492,181.23,86.97,181.23,0.0,16.2128,17.6353,191.0,1.4224,0.0,0.0,0.0,0.0,772.2075,754.6478
81479663-2026-04-28,81479663,2026-04-28,2026-06-15,36.0,32.29,-3.71,15.0,14.0,439.1526,535.7661,370.541,452.06,540.0,452.06,0.0,75.5483,56.3086,48.0,-19.2397,24.0,743.5146,609.4382,275.3513,121.5504,85.7353
88508324-2025-12-31,88508324,2025-12-31,,129.9,119.59,-10.31,1182.0,1862.0,124492.2197,151880.5081,174372.1378,212734.0081,153541.8,222676.58,-9942.5719,37419.0196,51363.7157,174.0,13944.6961,1073.0,151395.5945,124094.7496,8440.994,160.7859,289.1847
88178366-2026-02-10,88178366,2026-02-10,,210.9,212.89,1.99,2.0,5.0,335.5639,409.388,872.5,1064.45,421.8,1064.45,0.0,140.7752,348.2568,133.0,207.4816,4.0,983.6019,806.231,28.1515,,
89646366-2026-01-16,89646366,2026-01-16,,61.9,50.59,-11.31,74.0,92.0,3646.4082,4448.6179,3697.1873,4510.5685,4580.6,4654.28,-143.7115,1026.4669,403.0722,158.0,-623.3947,90.0,5473.7994,4486.7209,1383.8661,252.0995,
88973726-2025-08-30,88973726,2025-08-30,2026-01-04,38.9,41.39,2.49,462.0,402.0,14626.6956,17844.5686,12945.8684,15793.9594,17971.8,16638.78,-844.8206,4114.0509,3980.2251,127.0,-133.8258,,,,,234.8086,292.8844
87026169-2026-05-20,87026169,2026-05-20,2026-09-02,10.9,11.49,0.59,10.0,16.0,88.8516,108.399,150.6885,183.84,109.0,183.84,0.0,15.5683,27.5551,105.0,11.9868,6.0,60.3485,49.466,2.8425,48.5627,75.8024
85488239-2026-04-07,85488239,2026-04-07,,19.99,17.69,-2.3,23.0,28.0,376.3679,459.1689,406.0,495.32,459.77,495.32,0.0,107.0152,47.5179,77.0,-59.4973,27.0,636.2899,521.5491,187.9336,111.7907,85.8688
84367597-2026-05-22,84367597,2026-05-22,,23.9,23.19,-0.71,6.0,6.0,113.6455,138.6475,114.0492,139.14,143.4,139.14,0.0,30.2188,37.4029,32.0,7.1841,8.0,192.5728,157.8465,54.9917,227.1857,218.3026
84058400-2025-07-30,84058400,2025-07-30,2026-01-15,112.99,128.59,15.6,106.0,117.0,9650.3942,11773.481,12331.9918,15045.03,11976.94,15045.03,0.0,3180.5783,5869.0447,169.0,2688.4664,,,,,78.7019,
87452877-2025-09-06,87452877,2025-09-06,2025-12-14,109.0,122.99,13.99,30.0,24.0,2671.541,3259.2801,2336.1492,2850.102,3270.0,2951.76,-101.658,636.2907,846.5904,99.0,210.2997,32.0,3323.0862,2723.8412,1069.7757,80.8382,89.5124
84743011-2026-05-09,84743011,2026-05-09,,27.49,25.89,-1.6,19.0,16.0,418.6879,510.7993,328.4122,400.6628,522.31,414.24,-13.5772,28.2037,-41.56,45.0,-69.7637,16.0,414.0865,339.4152,145.0752,,
83340127-2026-05-20,83340127,2026-05-20,,123.9,114.29,-9.61,22.0,32.0,2215.2353,2702.5871,2956.3921,3606.7984,2725.8,3657.28,-50.4816,530.247,380.7596,34.0,-149.4874,20.0,2423.2698,1986.2867,715.2132,612.2732,426.7014
87958260-2025-08-11,87958260,2025-08-11,2025-12-08,58.99,58.79,-0.2,53.0,39.0,2561.1884,3124.6498,1879.3525,2292.81,3126.47,2292.81,0.0,1203.7066,869.9552,119.0,-333.7514,67.0,3869.9637,3172.1014,805.2289,,
83673339-2026-02-08,83673339,2026-02-08,,64.49,66.39,1.9,17.0,14.0,894.6475,1091.4699,753.4708,919.2344,1096.33,929.46,-10.2256,275.7268,250.437,135.0,-25.2898,17.0,1132.0677,927.9244,300.4259,66.1329,
82971471-2026-04-15,82971471,2026-04-15,2026-05-13,40.0,38.89,-1.11,4.0,3.0,126.8009,154.6971,95.6311,116.67,160.0,116.67,0.0,15.5414,6.405,28.0,-9.1364,4.0,135.08,110.7213,28.4699,123.7412,56.5023
89069696-2025-07-03,89069696,2025-07-03,,42.49,39.99,-2.5,2598.0,2658.0,89207.4958,108833.1448,81437.0869,99353.246,110389.02,106293.42,-6940.174,17989.1436,1705.5384,355.0,-16283.6053,3538.0,139373.5545,114240.6185,25759.9188,168.1074,120.0844
84567005-2025-10-18,84567005,2025-10-18,2026-01-15,346.99,371.49,24.5,0.0,2.0,0.0,0.0,609.0,742.98,0.0,742.98,0.0,0.0,330.5381,89.0,330.5381,,,,,56.7509,56.525
88515045-2026-05-20,88515045,2026-05-20,2026-10-31,685.49,686.29,0.8,54.0,73.0,29570.4662,36075.9687,41064.8934,50099.17,37016.46,50099.17,0.0,3264.9359,7486.6672,164.0,4221.7313,39.0,25717.0137,21079.5195,6657.7058,56.1926,79.1883
87973387-2025-09-02,87973387,2025-09-02,2025-11-23,56.99,53.99,-3.0,9.0,4.0,415.1598,506.495,171.2375,208.9097,512.91,215.96,-7.0503,97.0656,33.1553,82.0,-63.9103,,,,,,
80424265-2025-11-11,80424265,2025-11-11,2026-01-18,22.9,23.99,1.09,272.0,333.0,5064.1718,6178.2896,6086.8212,7425.9218,6228.8,7988.67,-562.7482,946.1439,1081.2064,68.0,135.0626,,,,,132.0145,82.3398
80308095-2025-07-15,80308095,2025-07-15,2025-09-15,35.99,38.39,2.4,8.0,7.0,231.5367,282.4748,220.2705,268.73,287.92,268.73,0.0,102.72,112.3384,62.0,9.6184,10.0,325.7723,267.0265,50.0973,86.5063,130.2869
84198082-2025-07-31,84198082,2025-07-31,2025-09-07,66.99,74.49,7.5,8.0,1.0,436.3616,532.3612,61.0574,74.49,535.92,74.49,0.0,173.6838,26.7877,38.0,-146.8961,11.0,742.6042,608.692,143.0197,262.4275,236.7367
86155250-2025-09-29,86155250,2025-09-29,2026-03-08,340.99,322.29,-18.7,338.0,610.0,92152.8489,112426.4757,161145.0,196596.9,115254.62,196596.9,0.0,45186.0973,76052.5286,160.0,30866.4313,,,,,54.5985,21.5142
82281718-2025-11-28,82281718,2025-11-28,2026-02-12,37.99,41.39,3.4,3.0,1.0,90.3334,110.2067,31.957,38.9876,113.97,41.39,-2.4024,38.2222,16.1538,76.0,-22.0684,,,,,120.3895,50.9627
86304929-2025-10-11,86304929,2025-10-11,2026-03-29,150.0,146.59,-3.41,15.0,6.0,1820.8417,2221.4269,676.8607,825.7701,2250.0,879.54,-53.7699,686.5297,244.0012,169.0,-442.5285,13.0,1911.5466,1566.8415,2.0997,,
86049710-2026-01-17,86049710,2026-01-17,2026-04-21,702.0,732.09,30.09,22.0,30.0,12459.2389,15200.2715,17461.3417,21302.8369,15444.0,21962.7,-659.8631,3958.4332,5815.2317,94.0,1856.7985,1.0,653.6246,535.7579,-26.7879,,
87518830-2025-08-18,87518830,2025-08-18,2025-11-25,13.99,14.19,0.2,23.0,20.0,258.3418,315.177,232.623,283.8,321.77,283.8,0.0,101.9506,93.0109,99.0,-8.9397,21.0,258.885,212.2008,56.2201,505.6823,662.4073
88808672-2025-12-15,88808672,2025-12-15,,498.49,475.79,-22.7,71.0,14.0,28680.3944,34990.0811,5217.0002,6364.7402,35392.79,6661.06,-296.3198,9448.1161,1348.6895,190.0,-8099.4266,110.0,43005.1889,35250.1548,9159.7002,289.666,
80553524-2026-04-02,80553524,2026-04-02,2026-07-13,129.99,121.39,-8.6,6.0,1.0,629.6843,768.2148,98.7504,120.4755,779.94,121.39,-0.9145,167.7095,23.2683,102.0,-144.4412,5.0,683.8597,560.5407,114.3647,54.9035,60.4861
89604261-2025-08-11,89604261,2025-08-11,,244.9,226.89,-18.01,798.0,565.0,154946.7901,189035.0839,104333.0531,127286.3248,195430.2,128192.85,-906.5252,47970.3449,29965.8198,316.0,-18004.5251,,,,,,
84148798-2026-03-19,84148798,2026-03-19,,82.99,81.39,-1.6,3.0,3.0,202.2053,246.6905,200.1393,244.17,248.97,244.17,0.0,70.4351,75.4022,96.0,4.967,3.0,239.6252,196.4141,35.4392,70.5795,25.143
85070524-2025-12-17,85070524,2025-12-17,2026-06-09,337.99,365.39,27.4,731.0,569.0,202109.691,246573.823,170415.5,207906.91,247070.69,207906.91,0.0,69756.7539,61884.923,174.0,-7871.8309,678.0,222057.4711,182014.3205,43726.6468,,
89346053-2026-02-14,89346053,2026-02-14,,143.0,152.19,9.19,17.0,18.0,1949.4144,2378.2855,2209.5717,2695.6775,2431.0,2739.42,-43.7425,263.3928,330.4914,129.0,67.0986,,,,,194.7134,
83222482-2025-12-12,83222482,2025-12-12,,41.49,42.49,1.0,59.0,58.0,2002.7181,2443.3161,1899.5017,2317.3921,2447.91,2464.42,-147.0279,802.0398,743.8072,193.0,-58.2326,78.0,3103.7279,2544.0393,1037.5857,70.8145,87.1285
83440147-2025-11-20,83440147,2025-11-20,2025-12-15,83.9,78.09,-5.81,0.0,1.0,0.0,0.0,64.0082,78.09,0.0,78.09,0.0,0.0,1.7461,25.0,1.7461,3.0,253.3896,207.6964,58.1375,65.0234,52.6419
88370223-2025-12-11,88370223,2025-12-11,,106.99,86.29,-20.7,454.0,723.0,39151.7846,47765.1772,48747.5993,59472.0712,48573.46,62387.67,-2915.5988,13210.6135,8179.4528,194.0,-5031.1607,567.0,63453.7854,52011.2995,9818.0098,42.1727,
86945703-2026-05-15,86945703,2026-05-15,,11.99,13.19,1.2,38.0,93.0,371.7434,453.5269,936.2975,1142.2829,455.62,1226.67,-84.3871,141.9607,370.3274,39.0,228.3667,33.0,404.0644,331.2003,77.3498,160.7167,142.0242
86547323-2025-08-30,86547323,2025-08-30,2025-11-29,11.99,9.49,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,,,,,36.8205,22.5726
83659945-2026-05-26,83659945,2026-05-26,,225.0,202.69,-22.31,16.0,13.0,2915.9742,3557.4886,2140.4388,2611.3353,3600.0,2634.97,-23.6347,429.4724,305.0391,28.0,-124.4333,16.0,3741.8861,3067.1197,508.0498,128.8624,108.6604
87915311-2025-11-09,87915311,2025-11-09,,22.99,26.09,3.1,855.0,757.0,15975.2949,19489.8598,15338.0986,18712.4803,19656.45,19750.13,-1037.6497,2553.3876,3252.1583,226.0,698.7707,678.0,18157.9764,14883.5873,2102.645,75.2915,112.2388
88541542-2026-05-11,88541542,2026-05-11,2026-07-13,62.9,64.99,2.09,7.0,7.0,348.4107,425.0611,369.937,451.3232,440.3,454.93,-3.6068,57.5807,78.8421,63.0,21.2614,16.0,946.5499,775.8606,275.8786,338.5984,316.3746
86303091-2026-01-21,86303091,2026-01-21,2026-04-06,87.9,81.19,-6.71,2.0,3.0,141.4277,172.5418,198.6882,242.3996,175.8,243.57,-1.1704,33.7955,37.4503,75.0,3.6548,2.0,167.7333,137.4863,7.1028,228.46,154.9909
87985124-2025-08-11,87985124,2025-08-11,2025-12-12,29.99,33.39,3.4,20.0,4.0,485.9316,592.8366,109.4754,133.56,599.8,133.56,0.0,184.6912,39.5087,123.0,-145.1825,21.0,569.1641,466.528,186.7707,78.2882,62.3962
88996058-2025-08-09,88996058,2025-08-09,2026-01-22,597.49,613.99,16.5,273.0,206.0,129690.9401,158222.9469,102213.2586,124700.1755,163114.77,126481.94,-1781.7645,34408.2314,34424.7216,166.0,16.4901,339.0,189035.9542,154947.5034,44586.1583,96.6944,148.4687
84291279-2025-11-14,84291279,2025-11-14,2026-04-04,357.9,368.69,10.79,15.0,11.0,4393.5599,5360.1431,3156.6674,3851.1343,5368.5,4055.59,-204.4557,2135.4832,1505.6936,141.0,-629.7895,15.0,4963.3167,4068.2923,1020.2021,54.6269,49.6902
81825660-2025-07-24,81825660,2025-07-24,,81.9,81.79,-0.11,5.0,6.0,327.0385,398.987,401.7598,490.1469,409.5,490.74,-0.5931,104.7138,161.0206,334.0,56.3068,4.0,330.0801,270.5575,67.3468,116.8799,100.5884
80396393-2026-04-01,80396393,2026-04-01,2026-08-13,30.99,34.09,3.1,220.0,113.0,5543.2209,6762.7296,3157.5164,3852.17,6817.8,3852.17,0.0,2460.3371,1437.0025,134.0,-1023.3346,175.0,5952.3206,4878.9513,101.8947,197.5414,217.8289
83147635-2025-12-29,83147635,2025-12-29,2026-04-23,12.49,11.79,-0.7,25.0,17.0,248.8779,303.631,159.6321,194.7511,312.25,200.43,-5.6789,88.688,61.7715,115.0,-26.9165,,,,,370.1906,290.8325
86159078-2026-03-27,86159078,2026-03-27,2026-07-01,66.99,71.79,4.8,90.0,67.0,4801.1443,5857.3961,3907.0691,4766.6243,6029.1,4809.93,-43.3057,1617.6747,1642.4286,96.0,24.7539,78.0,4564.2511,3741.1894,830.8889,94.2084,113.8303
81620330-2025-12-17,81620330,2025-12-17,2026-01-17,120.99,136.39,15.4,2.0,3.0,198.0761,241.6529,328.9517,401.3211,241.98,409.17,-7.8489,51.4908,120.2224,31.0,68.7316,3.0,352.4954,288.9307,18.0712,181.4639,223.3346
88979616-2025-11-02,88979616,2025-11-02,2026-03-02,56.99,47.49,-9.5,7.0,10.0,319.0761,389.2729,388.3339,473.7673,398.93,474.9,-1.1327,73.4486,43.8741,120.0,-29.5745,4.0,212.1043,173.856,27.6683,287.6517,426.9208
86168081-2025-12-17,86168081,2025-12-17,2026-02-26,53.49,57.69,4.2,466.0,65.0,19884.746,24259.3901,3025.92,3691.6224,24926.34,3749.85,-58.2276,3689.7936,688.3854,71.0,-3001.4082,419.0,22432.5348,18387.3236,5550.7337,97.2208,60.7081
88958452-2026-02-04,88958452,2026-02-04,,48.49,56.49,8.0,115.0,79.0,4513.299,5506.2247,3657.959,4462.71,5576.35,4462.71,0.0,1669.4203,1710.0691,139.0,40.6488,103.0,5274.1218,4323.0507,541.3447,183.4835,59.3204
83442977-2026-02-14,83442977,2026-02-14,2026-04-16,8.9,8.69,-0.21,4.0,3.0,28.6287,34.927,21.0373,25.6655,35.6,26.07,-0.4045,1.491,0.6487,61.0,-0.8424,1.0,8.0686,6.6136,1.1741,30.4699,26.5943
87650443-2026-01-13,87650443,2026-01-13,,45.49,50.19,4.7,10.0,7.0,365.8452,446.3311,274.835,335.2987,454.9,351.33,-16.0313,83.9384,95.2466,161.0,11.3082,8.0,367.4081,301.1542,67.6907,886.3295,151.6089
84074635-2025-08-29,84074635,2025-08-29,2025-11-12,12.9,14.99,2.09,754.0,232.0,7968.452,9721.5114,2850.5574,3477.68,9726.6,3477.68,0.0,2506.016,1217.5046,75.0,-1288.5114,1322.0,18079.3048,14819.1023,3817.1534,149.1074,208.475
86622677-2026-01-06,86622677,2026-01-06,,17.99,16.99,-1.0,25.0,16.0,365.2886,445.6521,213.0399,259.9087,449.75,271.84,-11.9313,84.5577,24.8,168.0,-59.7576,31.0,544.8568,446.6039,132.6548,50.8343,34.5852
81031562-2026-01-15,81031562,2026-01-15,2026-06-14,14.99,15.09,0.1,27.0,34.0,329.0931,401.4936,400.98,489.1956,404.73,513.06,-23.8644,118.3345,151.2512,150.0,32.9167,19.0,288.579,236.5402,130.0971,175.502,200.3551
89036312-2025-07-24,89036312,2025-07-24,,243.99,250.39,6.4,7.0,11.0,1365.1958,1665.5389,2050.3377,2501.412,1707.93,2754.29,-252.878,161.657,188.9398,334.0,27.2828,15.0,3309.6816,2712.8538,843.303,51.1201,64.0095
89606279-2025-09-27,89606279,2025-09-27,2026-02-26,257.49,298.49,41.0,476.0,362.0,98301.8138,119928.2129,84964.8842,103657.1587,122565.24,108053.38,-4396.2213,45196.6316,46550.8021,152.0,1354.1706,548.0,140548.6202,115203.7871,34787.549,76.4081,144.4941
87576358-2025-08-30,87576358,2025-08-30,2025-10-24,22.99,19.99,-3.0,7.0,9.0,130.0143,158.6174,144.072,175.7679,160.93,179.91,-4.1421,36.2842,23.4274,55.0,-12.8568,6.0,137.6077,112.7932,30.0524,89.3953,57.8818
89102350-2025-10-03,89102350,2025-10-03,,218.9,219.59,0.69,176.0,232.0,31125.5775,37973.2046,40142.2641,48973.5622,38526.4,50944.88,-1971.3178,12299.0306,13154.9434,263.0,855.9128,202.0,35617.6362,29194.7838,5497.1764,599.1394,617.9315
89689339-2026-05-04,89689339,2026-05-04,2026-09-08,91.99,91.49,-0.5,18.0,24.0,1329.4355,1621.9113,1761.7232,2149.3023,1655.82,2195.76,-46.4577,650.3876,914.8405,127.0,264.4529,21.0,1950.0832,1598.4289,535.4978,,
83899967-2025-10-31,83899967,2025-10-31,,31.49,32.19,0.7,5979.0,5361.0,152582.1388,186150.2093,141451.3033,172570.59,188278.71,172570.59,0.0,50805.7496,42730.983,235.0,-8074.7666,3354.0,104189.2876,85401.0554,37714.7058,39.1065,39.7663
80973115-2025-11-01,80973115,2025-11-01,,194.49,195.89,1.4,48.0,47.0,7623.3701,9300.5115,7546.582,9206.83,9335.52,9206.83,0.0,2397.6623,2500.3626,234.0,102.7002,41.0,8004.9899,6561.4671,1397.9601,92.5198,171.0922
81675007-2025-07-13,81675007,2025-07-13,2025-11-03,128.49,139.79,11.3,21.0,27.0,2165.8216,2642.3024,2847.0555,3473.4077,2698.29,3774.33,-300.9223,608.1377,952.0206,113.0,343.8829,9.0,1165.828,955.5967,252.772,232.0654,183.1018
83067687-2025-09-12,83067687,2025-09-12,2025-10-01,476.49,469.99,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,,
82325266-2025-08-18,82325266,2025-08-18,,13.9,14.19,0.29,158.0,99.0,1749.0684,2133.8634,1128.9325,1377.2977,2196.2,1404.81,-27.5123,588.57,387.1765,309.0,-201.3935,213.0,3040.8952,2492.537,1006.4192,1468.5784,1537.3644
82082831-2026-05-17,82082831,2026-05-17,2026-08-28,36.49,37.49,1.0,57.0,46.0,1675.35,2043.9269,1306.7436,1594.2271,2079.93,1724.54,-130.3129,776.354,551.5828,103.0,-224.7712,,,,,257.393,341.1107
88930185-2026-02-08,88930185,2026-02-08,,55.0,62.39,7.39,196.0,123.0,8634.9495,10534.6384,5846.0159,7132.1394,10780.0,7673.97,-541.8306,2497.599,1576.5825,135.0,-921.0164,111.0,4909.3338,4024.0441,1266.2634,,
83879210-2025-09-21,83879210,2025-09-21,2025-12-29,670.99,778.89,107.9,24.0,13.0,13122.2219,16009.1107,8299.6475,10125.57,16103.76,10125.57,0.0,4923.003,3440.786,99.0,-1482.217,,,,,,
84191274-2026-03-30,84191274,2026-03-30,2026-06-11,43.49,47.99,4.5,40.0,55.0,1407.0994,1716.6613,2069.3421,2524.5974,1739.6,2639.45,-114.8526,385.7783,631.7822,73.0,246.0039,24.0,947.553,776.6828,204.7734,126.8642,156.9667
81277303-2026-05-17,81277303,2026-05-17,,20.9,22.09,1.19,44.0,36.0,740.8614,903.8509,630.8342,769.6177,919.6,795.24,-25.6223,151.6819,101.9551,37.0,-49.7268,41.0,813.4844,666.7905,104.1405,39.8691,48.0421
88383469-2026-05-22,88383469,2026-05-22,2026-09-23,602.49,485.69,-116.8,140.0,187.0,67019.8897,81764.2654,66865.0724,81575.3883,84348.6,90824.03,-9248.6417,28901.6671,16023.573,124.0,-12878.094,82.0,47382.8078,38838.3671,7863.3406,304.3325,453.4902
81939629-2025-12-19,81939629,2025-12-19,2026-04-01,452.49,402.99,-49.5,637.0,683.0,231840.8648,282845.8551,216771.7401,264461.5229,288236.13,275242.17,-10780.6471,64864.3449,39523.7328,103.0,-25340.6121,490.0,202447.2596,165940.3767,45369.9712,33.9006,55.1744
89907525-2025-07-05,89907525,2025-07-05,2025-09-04,392.49,376.09,-16.4,2.0,5.0,630.4659,769.1684,1541.3525,1880.45,784.98,1880.45,0.0,117.1781,155.3022,61.0,38.124,,,,,58.8782,29.9533
87317496-2025-08-07,87317496,2025-08-07,,56.9,53.39,-3.51,20.0,36.0,907.6149,1107.2902,1573.5026,1919.6731,1138.0,1922.04,-2.3669,422.2182,762.929,320.0,340.7108,22.0,1231.0229,1009.0352,159.4808,141.0767,168.0347
88107842-2025-10-17,88107842,2025-10-17,,24.9,25.99,1.09,164.0,101.0,3324.1299,4055.4384,2031.537,2478.4752,4083.6,2624.99,-146.5148,408.1939,350.6879,249.0,-57.506,,,,,190.5801,302.1999
82708041-2025-08-26,82708041,2025-08-26,2025-11-07,32.49,33.99,1.5,862.0,1150.0,22795.4641,27810.4662,31243.9953,38117.6743,28006.38,39088.5,-970.8257,3743.3613,7233.8938,73.0,3490.5326,1115.0,37371.0446,30632.0037,6378.4412,212.9537,232.8518
83245723-2026-03-28,83245723,2026-03-28,2026-08-26,83.99,86.29,2.3,94.0,98.0,6348.9664,7745.739,6788.6979,8282.2114,7895.06,8456.42,-174.2086,859.3982,1231.8895,151.0,372.4914,151.0,11811.5642,9681.61,1884.4828,74.6739,91.9688
81988629-2025-10-22,81988629,2025-10-22,2026-04-06,66.99,60.39,-6.6,56.0,78.0,3064.2532,3738.3889,3844.6362,4690.4562,3751.44,4710.42,-19.9638,476.1701,-48.8728,166.0,-525.0429,17.0,1092.4919,895.4852,445.3902,197.3269,223.9841
80216757-2025-10-14,80216757,2025-10-14,,5.99,4.99,-1.0,346.0,159.0,1689.734,2061.4755,625.6334,763.2727,2072.54,793.41,-30.1373,733.3189,206.1064,252.0,-527.2124,,,,,47.4682,47.5093
83502890-2025-07-10,83502890,2025-07-10,2025-10-07,49.9,41.39,-8.51,30.0,10.0,1210.1549,1476.3889,339.2623,413.9,1497.0,413.9,0.0,504.353,114.5307,89.0,-389.8223,22.0,1164.6207,954.6071,161.3279,147.5317,129.6145
86426651-2025-11-24,86426651,2025-11-24,2026-01-18,328.49,280.29,-48.2,59.0,68.0,15535.319,18953.0892,15622.7213,19059.72,19380.91,19059.72,0.0,8831.4016,7515.3836,55.0,-1316.018,63.0,19430.1847,15926.3809,3911.2152,205.7767,174.6869
89516504-2025-08-09,89516504,2025-08-09,,100.99,98.99,-2.0,104.0,83.0,8369.0674,10210.2622,6637.8459,8098.1719,10502.96,8216.17,-117.9981,3188.4835,2388.5585,318.0,-799.925,132.0,13663.5644,11199.6429,3310.0201,131.5391,160.1276
86908316-2025-09-16,86908316,2025-09-16,2026-02-25,390.99,326.09,-64.9,45.0,63.0,14102.4815,17205.0274,16054.2283,19586.1585,17594.55,20543.67,-957.5115,1519.3132,-2566.3409,162.0,-4085.6541,64.0,24004.1424,19675.5266,6161.4285,166.7177,
83054603-2026-03-22,83054603,2026-03-22,2026-05-23,23.9,25.09,1.19,986.0,832.0,19183.7393,23404.1619,17110.5574,20874.88,23565.4,20874.88,0.0,9058.0558,8681.5379,62.0,-376.5179,,,,,24.9525,32.5244
81529793-2025-10-26,81529793,2025-10-26,,108.9,107.29,-1.61,364.0,549.0,31856.965,38865.4973,46606.0594,56859.3925,39639.6,58902.21,-2042.8175,7376.5046,10124.9106,240.0,2748.406,561.0,56580.3072,46377.301,11487.2542,142.7309,227.6422
83275510-2025-08-07,83275510,2025-08-07,2025-09-22,362.49,365.59,3.1,6.0,11.0,1752.8943,2138.5311,3296.3033,4021.49,2174.94,4021.49,0.0,928.5314,1813.756,46.0,885.2246,7.0,2315.3323,1897.8133,556.6035,128.0511,111.01
87357748-2026-03-27,87357748,2026-03-27,2026-06-18,62.99,59.49,-3.5,1.0,0.0,51.5451,62.885,0.0,0.0,62.99,0.0,0.0,11.9187,0.0,83.0,-11.9187,2.0,123.9858,101.6277,30.7338,,
88565919-2026-03-16,88565919,2026-03-16,2026-05-29,351.0,376.59,25.59,648.0,345.0,184425.2334,224998.7848,105232.2021,128383.2866,227448.0,129923.55,-1540.2634,72711.5897,47032.5118,74.0,-25679.0779,295.0,93616.1059,76734.513,13075.3607,590.0154,589.5516
84892561-2026-04-21,84892561,2026-04-21,,22.0,21.99,-0.01,86.0,95.0,1527.4927,1863.541,1712.3361,2089.05,1892.0,2089.05,0.0,592.3363,655.5294,63.0,63.1931,94.0,2123.5876,1740.6455,321.3644,498.4426,314.1859
80886851-2026-05-23,80886851,2026-05-23,2026-08-09,55.49,63.59,8.1,26.0,15.0,1182.5013,1442.6516,781.8443,953.85,1442.74,953.85,0.0,507.4128,384.8697,78.0,-122.5431,24.0,1429.0962,1171.3904,400.5521,294.2957,200.7013
84007274-2025-09-10,84007274,2025-09-10,,94.99,90.09,-4.9,134.0,179.0,10287.76,12551.0672,13218.123,16126.11,12728.66,16126.11,0.0,3135.0601,3105.45,286.0,-29.6102,112.0,10341.7168,8476.817,2130.9734,65.7996,76.538
80955585-2026-04-16,80955585,2026-04-16,2026-06-06,269.0,283.69,14.69,17.0,19.0,3739.2403,4561.8732,4418.123,5390.11,4573.0,5390.11,0.0,1066.1895,1315.6257,51.0,249.4362,13.0,3331.2255,2730.5127,465.2296,255.7259,470.1353
89843824-2026-03-17,89843824,2026-03-17,2026-05-25,14.99,13.29,-1.7,7.0,9.0,84.1505,102.6637,95.1722,116.1101,104.93,119.61,-3.4999,18.9663,14.9533,69.0,-4.013,,,,,1441.9945,1144.0129
81898767-2025-11-03,81898767,2025-11-03,2026-01-22,30.9,32.29,1.39,50.0,12.0,1225.2511,1494.8064,291.5797,355.7272,1545.0,387.48,-31.7528,314.2036,65.7189,80.0,-248.4847,49.0,1423.5346,1166.8317,427.8761,132.6839,119.965
84172742-2026-05-16,84172742,2026-05-16,,236.9,237.09,0.19,4.0,2.0,750.5552,915.6773,364.1942,444.3169,947.6,474.18,-29.8631,414.4428,195.9958,38.0,-218.4471,4.0,872.0755,714.816,175.5745,714.3965,
80559001-2026-02-06,80559001,2026-02-06,,82.9,85.69,2.79,545.0,823.0,35834.0822,43717.5803,57805.6311,70522.87,45180.5,70522.87,0.0,5277.7214,8617.4088,137.0,3339.6874,429.0,38055.2302,31192.8116,7092.4161,75.4956,119.4856
86073874-2026-01-24,86073874,2026-01-24,,27.49,28.19,0.7,287.0,390.0,6368.6396,7769.7403,8760.4522,10687.7517,7889.63,10994.1,-306.3483,3606.3584,4813.351,150.0,1206.9927,330.0,8914.1899,7306.7131,2830.9797,94.1489,113.5397
81327497-2026-05-23,81327497,2026-05-23,2026-10-13,51.99,51.89,-0.1,11.0,6.0,455.0561,555.1685,245.3727,299.3547,571.89,311.34,-11.9853,161.382,71.8646,143.0,-89.5173,9.0,390.4839,320.0688,62.4549,93.2216,114.8729
87981509-2025-12-12,87981509,2025-12-12,2026-03-01,42.9,46.39,3.49,7.0,6.0,241.7444,294.9281,214.6528,261.8764,300.3,278.34,-16.4636,79.9096,70.5842,79.0,-9.3253,8.0,319.1622,261.6083,59.0493,33.7407,38.4695
89988116-2026-03-14,89988116,2026-03-14,,12.9,12.59,-0.31,30.0,44.0,312.1014,380.7638,447.8385,546.363,387.0,553.96,-7.597,64.3171,76.1799,101.0,11.8628,,,,,104.0171,43.9178
87897388-2026-03-27,87897388,2026-03-27,,305.99,317.29,11.3,1.0,1.0,245.2384,299.1908,241.8119,295.0106,305.99,317.29,-22.2794,52.0968,42.7907,88.0,-9.3062,4.0,1132.9259,928.6278,147.3557,,
